ubigeo,distrito,tipo_area,poblacion,anio
060804,"Cajamarca, Jaén, distrito: Colasay",Urbano censal,2000,2017
060804,"Cajamarca, Jaén, distrito: Colasay",Rural censal,8662,2017
060804,"Cajamarca, Jaén, distrito: Colasay",Total,10663,2017
060805,"Cajamarca, Jaén, distrito: Huabal",Urbano censal,1054,2017
060805,"Cajamarca, Jaén, distrito: Huabal",Rural censal,7596,2017
060805,"Cajamarca, Jaén, distrito: Huabal",Total,8651,2017
060806,"Cajamarca, Jaén, distrito: Las Pirias",Urbano censal,820,2017
060806,"Cajamarca, Jaén, distrito: Las Pirias",Rural censal,3726,2017
060806,"Cajamarca, Jaén, distrito: Las Pirias",Total,4547,2017
060807,"Cajamarca, Jaén, distrito: Pomahuaca",Urbano censal,1828,2017
060807,"Cajamarca, Jaén, distrito: Pomahuaca",Rural censal,7250,2017
060807,"Cajamarca, Jaén, distrito: Pomahuaca",Total,9079,2017
060808,"Cajamarca, Jaén, distrito: Pucara",Urbano censal,4258,2017
060808,"Cajamarca, Jaén, distrito: Pucara",Rural censal,2597,2017
060808,"Cajamarca, Jaén, distrito: Pucara",Total,6856,2017
060809,"Cajamarca, Jaén, distrito: Sallique",Urbano censal,964,2017
060809,"Cajamarca, Jaén, distrito: Sallique",Rural censal,6550,2017
060809,"Cajamarca, Jaén, distrito: Sallique",Total,7515,2017
060810,"Cajamarca, Jaén, distrito: San Felipe",Urbano censal,526,2017
060810,"Cajamarca, Jaén, distrito: San Felipe",Rural censal,4355,2017
060810,"Cajamarca, Jaén, distrito: San Felipe",Total,4882,2017
060811,"Cajamarca, Jaén, distrito: San José del Alto",Urbano censal,597,2017
060811,"Cajamarca, Jaén, distrito: San José del Alto",Rural censal,7151,2017
060811,"Cajamarca, Jaén, distrito: San José del Alto",Total,7749,2017
060812,"Cajamarca, Jaén, distrito: Santa Rosa",Urbano censal,2857,2017
060812,"Cajamarca, Jaén, distrito: Santa Rosa",Rural censal,7772,2017
060812,"Cajamarca, Jaén, distrito: Santa Rosa",Total,10630,2017
060901,"Cajamarca, San Ignacio, distrito: San Ignacio",Urbano censal,13636,2017
060901,"Cajamarca, San Ignacio, distrito: San Ignacio",Rural censal,24498,2017
060901,"Cajamarca, San Ignacio, distrito: San Ignacio",Total,38134,2017
060902,"Cajamarca, San Ignacio, distrito: Chirinos",Urbano censal,2785,2017
060902,"Cajamarca, San Ignacio, distrito: Chirinos",Rural censal,12530,2017
060902,"Cajamarca, San Ignacio, distrito: Chirinos",Total,15316,2017
060903,"Cajamarca, San Ignacio, distrito: Huarango",Urbano censal,4719,2017
060903,"Cajamarca, San Ignacio, distrito: Huarango",Rural censal,14138,2017
060903,"Cajamarca, San Ignacio, distrito: Huarango",Total,18857,2017
060904,"Cajamarca, San Ignacio, distrito: La Coipa",Urbano censal,2356,2017
060904,"Cajamarca, San Ignacio, distrito: La Coipa",Rural censal,18181,2017
060904,"Cajamarca, San Ignacio, distrito: La Coipa",Total,20538,2017
060905,"Cajamarca, San Ignacio, distrito: Namballe",Urbano censal,1230,2017
060905,"Cajamarca, San Ignacio, distrito: Namballe",Rural censal,8691,2017
060905,"Cajamarca, San Ignacio, distrito: Namballe",Total,9922,2017
060906,"Cajamarca, San Ignacio, distrito: San José de Lourdes",Urbano censal,2904,2017
060906,"Cajamarca, San Ignacio, distrito: San José de Lourdes",Rural censal,16467,2017
060906,"Cajamarca, San Ignacio, distrito: San José de Lourdes",Total,19372,2017
060907,"Cajamarca, San Ignacio, distrito: Tabaconas",Urbano censal,633,2017
060907,"Cajamarca, San Ignacio, distrito: Tabaconas",Rural censal,18699,2017
060907,"Cajamarca, San Ignacio, distrito: Tabaconas",Total,19333,2017
061001,"Cajamarca, San Marcos, distrito: Pedro Gálvez",Urbano censal,10079,2017
061001,"Cajamarca, San Marcos, distrito: Pedro Gálvez",Rural censal,10935,2017
061001,"Cajamarca, San Marcos, distrito: Pedro Gálvez",Total,21014,2017
061002,"Cajamarca, San Marcos, distrito: Chancay",Urbano censal,563,2017
061002,"Cajamarca, San Marcos, distrito: Chancay",Rural censal,2532,2017
061002,"Cajamarca, San Marcos, distrito: Chancay",Total,3095,2017
061003,"Cajamarca, San Marcos, distrito: Eduardo Villanueva",Urbano censal,1711,2017
061003,"Cajamarca, San Marcos, distrito: Eduardo Villanueva",Rural censal,1139,2017
061003,"Cajamarca, San Marcos, distrito: Eduardo Villanueva",Total,2850,2017
061004,"Cajamarca, San Marcos, distrito: Gregorio Pita",Urbano censal,582,2017
061004,"Cajamarca, San Marcos, distrito: Gregorio Pita",Rural censal,4878,2017
061004,"Cajamarca, San Marcos, distrito: Gregorio Pita",Total,5460,2017
061005,"Cajamarca, San Marcos, distrito: Ichocan",Urbano censal,617,2017
061005,"Cajamarca, San Marcos, distrito: Ichocan",Rural censal,1377,2017
061005,"Cajamarca, San Marcos, distrito: Ichocan",Total,1995,2017
061006,"Cajamarca, San Marcos, distrito: José Manuel Quiroz",Urbano censal,507,2017
061006,"Cajamarca, San Marcos, distrito: José Manuel Quiroz",Rural censal,3203,2017
061006,"Cajamarca, San Marcos, distrito: José Manuel Quiroz",Total,3710,2017
061007,"Cajamarca, San Marcos, distrito: José Sabogal",Urbano censal,1225,2017
061007,"Cajamarca, San Marcos, distrito: José Sabogal",Rural censal,11797,2017
061007,"Cajamarca, San Marcos, distrito: José Sabogal",Total,13023,2017
061101,"Cajamarca, San Miguel, distrito: San Miguel",Urbano censal,4457,2017
061101,"Cajamarca, San Miguel, distrito: San Miguel",Rural censal,9811,2017
061101,"Cajamarca, San Miguel, distrito: San Miguel",Total,14269,2017
061102,"Cajamarca, San Miguel, distrito: Bolívar",Urbano censal,578,2017
061102,"Cajamarca, San Miguel, distrito: Bolívar",Rural censal,789,2017
061102,"Cajamarca, San Miguel, distrito: Bolívar",Total,1367,2017
061103,"Cajamarca, San Miguel, distrito: Calquis",Urbano censal,103,2017
061103,"Cajamarca, San Miguel, distrito: Calquis",Rural censal,4182,2017
061103,"Cajamarca, San Miguel, distrito: Calquis",Total,4286,2017
061104,"Cajamarca, San Miguel, distrito: Catilluc",Urbano censal,463,2017
061104,"Cajamarca, San Miguel, distrito: Catilluc",Rural censal,2437,2017
061104,"Cajamarca, San Miguel, distrito: Catilluc",Total,2901,2017
061105,"Cajamarca, San Miguel, distrito: El Prado",Urbano censal,278,2017
061105,"Cajamarca, San Miguel, distrito: El Prado",Rural censal,1425,2017
061105,"Cajamarca, San Miguel, distrito: El Prado",Total,1703,2017
061106,"Cajamarca, San Miguel, distrito: La Florida",Urbano censal,604,2017
061106,"Cajamarca, San Miguel, distrito: La Florida",Rural censal,1616,2017
061106,"Cajamarca, San Miguel, distrito: La Florida",Total,2220,2017
061107,"Cajamarca, San Miguel, distrito: Llapa",Urbano censal,810,2017
061107,"Cajamarca, San Miguel, distrito: Llapa",Rural censal,3898,2017
061107,"Cajamarca, San Miguel, distrito: Llapa",Total,4708,2017
061108,"Cajamarca, San Miguel, distrito: Nanchoc",Urbano censal,331,2017
061108,"Cajamarca, San Miguel, distrito: Nanchoc",Rural censal,1036,2017
061108,"Cajamarca, San Miguel, distrito: Nanchoc",Total,1368,2017
061109,"Cajamarca, San Miguel, distrito: Niepos",Urbano censal,857,2017
061109,"Cajamarca, San Miguel, distrito: Niepos",Rural censal,2612,2017
061109,"Cajamarca, San Miguel, distrito: Niepos",Total,3470,2017
061110,"Cajamarca, San Miguel, distrito: San Gregorio",Urbano censal,392,2017
061110,"Cajamarca, San Miguel, distrito: San Gregorio",Rural censal,1911,2017
061110,"Cajamarca, San Miguel, distrito: San Gregorio",Total,2303,2017
061111,"Cajamarca, San Miguel, distrito: San Silvestre de Cochan",Urbano censal,216,2017
061111,"Cajamarca, San Miguel, distrito: San Silvestre de Cochan",Rural censal,3647,2017
061111,"Cajamarca, San Miguel, distrito: San Silvestre de Cochan",Total,3863,2017
061112,"Cajamarca, San Miguel, distrito: Tongod",Urbano censal,698,2017
061112,"Cajamarca, San Miguel, distrito: Tongod",Rural censal,2117,2017
061112,"Cajamarca, San Miguel, distrito: Tongod",Total,2816,2017
061113,"Cajamarca, San Miguel, distrito: Unión Agua Blanca",Urbano censal,1011,2017
061113,"Cajamarca, San Miguel, distrito: Unión Agua Blanca",Rural censal,2207,2017
061113,"Cajamarca, San Miguel, distrito: Unión Agua Blanca",Total,3219,2017
061201,"Cajamarca, San Pablo, distrito: San Pablo",Urbano censal,3525,2017
061201,"Cajamarca, San Pablo, distrito: San Pablo",Rural censal,9826,2017
061201,"Cajamarca, San Pablo, distrito: San Pablo",Total,13352,2017
061202,"Cajamarca, San Pablo, distrito: San Bernardino",Urbano censal,210,2017
061202,"Cajamarca, San Pablo, distrito: San Bernardino",Rural censal,4362,2017
061202,"Cajamarca, San Pablo, distrito: San Bernardino",Total,4573,2017
061203,"Cajamarca, San Pablo, distrito: San Luis",Urbano censal,213,2017
061203,"Cajamarca, San Pablo, distrito: San Luis",Rural censal,784,2017
061203,"Cajamarca, San Pablo, distrito: San Luis",Total,997,2017
061204,"Cajamarca, San Pablo, distrito: Tumbaden",Urbano censal,189,2017
061204,"Cajamarca, San Pablo, distrito: Tumbaden",Rural censal,3459,2017
061204,"Cajamarca, San Pablo, distrito: Tumbaden",Total,3649,2017
061301,"Cajamarca, Santa Cruz, distrito: Santa Cruz",Urbano censal,5363,2017
061301,"Cajamarca, Santa Cruz, distrito: Santa Cruz",Rural censal,4427,2017
061301,"Cajamarca, Santa Cruz, distrito: Santa Cruz",Total,9791,2017
061302,"Cajamarca, Santa Cruz, distrito: Andabamba",Urbano censal,256,2017
061302,"Cajamarca, Santa Cruz, distrito: Andabamba",Rural censal,1127,2017
061302,"Cajamarca, Santa Cruz, distrito: Andabamba",Total,1383,2017
061303,"Cajamarca, Santa Cruz, distrito: Catache",Urbano censal,1572,2017
061303,"Cajamarca, Santa Cruz, distrito: Catache",Rural censal,8159,2017
061303,"Cajamarca, Santa Cruz, distrito: Catache",Total,9731,2017
061304,"Cajamarca, Santa Cruz, distrito: Chancaybaños",Urbano censal,367,2017
061304,"Cajamarca, Santa Cruz, distrito: Chancaybaños",Rural censal,3168,2017
061304,"Cajamarca, Santa Cruz, distrito: Chancaybaños",Total,3535,2017
061305,"Cajamarca, Santa Cruz, distrito: La Esperanza",Urbano censal,218,2017
061305,"Cajamarca, Santa Cruz, distrito: La Esperanza",Rural censal,2219,2017
061305,"Cajamarca, Santa Cruz, distrito: La Esperanza",Total,2437,2017
061306,"Cajamarca, Santa Cruz, distrito: Ninabamba",Urbano censal,292,2017
061306,"Cajamarca, Santa Cruz, distrito: Ninabamba",Rural censal,1870,2017
061306,"Cajamarca, Santa Cruz, distrito: Ninabamba",Total,2162,2017
061307,"Cajamarca, Santa Cruz, distrito: Pulan",Urbano censal,510,2017
061307,"Cajamarca, Santa Cruz, distrito: Pulan",Rural censal,3539,2017
061307,"Cajamarca, Santa Cruz, distrito: Pulan",Total,4049,2017
061308,"Cajamarca, Santa Cruz, distrito: Saucepampa",Urbano censal,186,2017
061308,"Cajamarca, Santa Cruz, distrito: Saucepampa",Rural censal,1315,2017
061308,"Cajamarca, Santa Cruz, distrito: Saucepampa",Total,1501,2017
061309,"Cajamarca, Santa Cruz, distrito: Sexi",Urbano censal,224,2017
061309,"Cajamarca, Santa Cruz, distrito: Sexi",Rural censal,221,2017
061309,"Cajamarca, Santa Cruz, distrito: Sexi",Total,446,2017
061310,"Cajamarca, Santa Cruz, distrito: Uticyacu",Urbano censal,150,2017
061310,"Cajamarca, Santa Cruz, distrito: Uticyacu",Rural censal,1170,2017
061310,"Cajamarca, Santa Cruz, distrito: Uticyacu",Total,1320,2017
061311,"Cajamarca, Santa Cruz, distrito: Yauyucan",Urbano censal,835,2017
061311,"Cajamarca, Santa Cruz, distrito: Yauyucan",Rural censal,2123,2017
061311,"Cajamarca, Santa Cruz, distrito: Yauyucan",Total,2959,2017
070101,"Prov. Constitucional del Callao, distrito: Callao",Urbano censal,479418,2017
070101,"Prov. Constitucional del Callao, distrito: Callao",Total,479418,2017
070102,"Prov. Constitucional del Callao, distrito: Bellavista",Urbano censal,77679,2017
070102,"Prov. Constitucional del Callao, distrito: Bellavista",Total,77679,2017
070103,"Prov. Constitucional del Callao, distrito: Carmen de la Legua Reynoso",Urbano censal,44376,2017
070103,"Prov. Constitucional del Callao, distrito: Carmen de la Legua Reynoso",Total,44376,2017
070104,"Prov. Constitucional del Callao, distrito: La Perla",Urbano censal,62387,2017
070104,"Prov. Constitucional del Callao, distrito: La Perla",Total,62387,2017
070105,"Prov. Constitucional del Callao, distrito: La Punta",Urbano censal,3926,2017
070105,"Prov. Constitucional del Callao, distrito: La Punta",Total,3926,2017
070106,"Prov. Constitucional del Callao, distrito: Ventanilla",Urbano censal,331118,2017
070106,"Prov. Constitucional del Callao, distrito: Ventanilla",Total,331118,2017
070107,"Prov. Constitucional del Callao, distrito: Mi Perú",Urbano censal,48047,2017
070107,"Prov. Constitucional del Callao, distrito: Mi Perú",Total,48047,2017
080101,"Cusco, Cusco, distrito: Cusco",Urbano censal,121601,2017
080101,"Cusco, Cusco, distrito: Cusco",Rural censal,3105,2017
080101,"Cusco, Cusco, distrito: Cusco",Total,124706,2017
080102,"Cusco, Cusco, distrito: Ccorca",Urbano censal,623,2017
080102,"Cusco, Cusco, distrito: Ccorca",Rural censal,1787,2017
080102,"Cusco, Cusco, distrito: Ccorca",Total,2410,2017
080103,"Cusco, Cusco, distrito: Poroy",Urbano censal,1502,2017
080103,"Cusco, Cusco, distrito: Poroy",Rural censal,1141,2017
080103,"Cusco, Cusco, distrito: Poroy",Total,2644,2017
080104,"Cusco, Cusco, distrito: San Jerónimo",Urbano censal,59218,2017
080104,"Cusco, Cusco, distrito: San Jerónimo",Rural censal,1920,2017
080104,"Cusco, Cusco, distrito: San Jerónimo",Total,61138,2017
080105,"Cusco, Cusco, distrito: San Sebastian",Urbano censal,118159,2017
080105,"Cusco, Cusco, distrito: San Sebastian",Rural censal,1903,2017
080105,"Cusco, Cusco, distrito: San Sebastian",Total,120063,2017
080106,"Cusco, Cusco, distrito: Santiago",Urbano censal,97905,2017
080106,"Cusco, Cusco, distrito: Santiago",Rural censal,2218,2017
080106,"Cusco, Cusco, distrito: Santiago",Total,100123,2017
080107,"Cusco, Cusco, distrito: Saylla",Urbano censal,3581,2017
080107,"Cusco, Cusco, distrito: Saylla",Rural censal,2356,2017
080107,"Cusco, Cusco, distrito: Saylla",Total,5938,2017
080108,"Cusco, Cusco, distrito: Wanchaq",Urbano censal,61467,2017
080108,"Cusco, Cusco, distrito: Wanchaq",Total,61467,2017
080201,"Cusco, Acomayo, distrito: Acomayo",Urbano censal,3004,2017
080201,"Cusco, Acomayo, distrito: Acomayo",Rural censal,1774,2017
080201,"Cusco, Acomayo, distrito: Acomayo",Total,4779,2017
080202,"Cusco, Acomayo, distrito: Acopia",Urbano censal,2006,2017
080202,"Cusco, Acomayo, distrito: Acopia",Rural censal,946,2017
080202,"Cusco, Acomayo, distrito: Acopia",Total,2952,2017
080203,"Cusco, Acomayo, distrito: Acos",Urbano censal,1438,2017
080203,"Cusco, Acomayo, distrito: Acos",Rural censal,956,2017
080203,"Cusco, Acomayo, distrito: Acos",Total,2395,2017
080204,"Cusco, Acomayo, distrito: Mosoc Llacta",Urbano censal,677,2017
080204,"Cusco, Acomayo, distrito: Mosoc Llacta",Rural censal,525,2017
080204,"Cusco, Acomayo, distrito: Mosoc Llacta",Total,1203,2017
080205,"Cusco, Acomayo, distrito: Pomacanchi",Urbano censal,5197,2017
080205,"Cusco, Acomayo, distrito: Pomacanchi",Rural censal,2570,2017
080205,"Cusco, Acomayo, distrito: Pomacanchi",Total,7767,2017
080206,"Cusco, Acomayo, distrito: Rondocan",Urbano censal,1313,2017
080206,"Cusco, Acomayo, distrito: Rondocan",Rural censal,781,2017
080206,"Cusco, Acomayo, distrito: Rondocan",Total,2094,2017
080207,"Cusco, Acomayo, distrito: Sangarara",Urbano censal,2694,2017
080207,"Cusco, Acomayo, distrito: Sangarara",Rural censal,790,2017
080207,"Cusco, Acomayo, distrito: Sangarara",Total,3484,2017
080301,"Cusco, Anta, distrito: Anta",Urbano censal,11880,2017
080301,"Cusco, Anta, distrito: Anta",Rural censal,11551,2017
080301,"Cusco, Anta, distrito: Anta",Total,23431,2017
080302,"Cusco, Anta, distrito: Ancahuasi",Urbano censal,3509,2017
080302,"Cusco, Anta, distrito: Ancahuasi",Rural censal,4088,2017
080302,"Cusco, Anta, distrito: Ancahuasi",Total,7598,2017
080303,"Cusco, Anta, distrito: Cachimayo",Urbano censal,1792,2017
080303,"Cusco, Anta, distrito: Cachimayo",Rural censal,796,2017
080303,"Cusco, Anta, distrito: Cachimayo",Total,2588,2017
080304,"Cusco, Anta, distrito: Chinchaypujio",Urbano censal,1128,2017
080304,"Cusco, Anta, distrito: Chinchaypujio",Rural censal,3299,2017
080304,"Cusco, Anta, distrito: Chinchaypujio",Total,4428,2017
080305,"Cusco, Anta, distrito: Huarocondo",Urbano censal,2468,2017
080305,"Cusco, Anta, distrito: Huarocondo",Rural censal,2396,2017
080305,"Cusco, Anta, distrito: Huarocondo",Total,4864,2017
080306,"Cusco, Anta, distrito: Limatambo",Urbano censal,2006,2017
080306,"Cusco, Anta, distrito: Limatambo",Rural censal,6044,2017
080306,"Cusco, Anta, distrito: Limatambo",Total,8050,2017
080307,"Cusco, Anta, distrito: Mollepata",Urbano censal,1707,2017
080307,"Cusco, Anta, distrito: Mollepata",Rural censal,1669,2017
080307,"Cusco, Anta, distrito: Mollepata",Total,3376,2017
080308,"Cusco, Anta, distrito: Pucyura",Urbano censal,1980,2017
080308,"Cusco, Anta, distrito: Pucyura",Rural censal,1270,2017
080308,"Cusco, Anta, distrito: Pucyura",Total,3250,2017
080309,"Cusco, Anta, distrito: Zurite",Urbano censal,2141,2017
080309,"Cusco, Anta, distrito: Zurite",Rural censal,1620,2017
080309,"Cusco, Anta, distrito: Zurite",Total,3762,2017
080401,"Cusco, Calca, distrito: Calca",Urbano censal,14449,2017
080401,"Cusco, Calca, distrito: Calca",Rural censal,8111,2017
080401,"Cusco, Calca, distrito: Calca",Total,22560,2017
080402,"Cusco, Calca, distrito: Coya",Urbano censal,3028,2017
080402,"Cusco, Calca, distrito: Coya",Rural censal,636,2017
080402,"Cusco, Calca, distrito: Coya",Total,3664,2017
080403,"Cusco, Calca, distrito: Lamay",Urbano censal,3089,2017
080403,"Cusco, Calca, distrito: Lamay",Rural censal,2756,2017
080403,"Cusco, Calca, distrito: Lamay",Total,5845,2017
080404,"Cusco, Calca, distrito: Lares",Urbano censal,2501,2017
080404,"Cusco, Calca, distrito: Lares",Rural censal,4069,2017
080404,"Cusco, Calca, distrito: Lares",Total,6570,2017
080405,"Cusco, Calca, distrito: Pisac",Urbano censal,5024,2017
080405,"Cusco, Calca, distrito: Pisac",Rural censal,6119,2017
080405,"Cusco, Calca, distrito: Pisac",Total,11143,2017
080406,"Cusco, Calca, distrito: San Salvador",Urbano censal,1521,2017
080406,"Cusco, Calca, distrito: San Salvador",Rural censal,4454,2017
080406,"Cusco, Calca, distrito: San Salvador",Total,5975,2017
080407,"Cusco, Calca, distrito: Taray",Urbano censal,2187,2017
080407,"Cusco, Calca, distrito: Taray",Rural censal,2570,2017
080407,"Cusco, Calca, distrito: Taray",Total,4758,2017
080408,"Cusco, Calca, distrito: Yanatile",Urbano censal,2686,2017
080408,"Cusco, Calca, distrito: Yanatile",Rural censal,7094,2017
080408,"Cusco, Calca, distrito: Yanatile",Total,9780,2017
080501,"Cusco, Canas, distrito: Yanaoca",Urbano censal,4100,2017
080501,"Cusco, Canas, distrito: Yanaoca",Rural censal,5266,2017
080501,"Cusco, Canas, distrito: Yanaoca",Total,9366,2017
080502,"Cusco, Canas, distrito: Checca",Urbano censal,469,2017
080502,"Cusco, Canas, distrito: Checca",Rural censal,5120,2017
080502,"Cusco, Canas, distrito: Checca",Total,5589,2017
080503,"Cusco, Canas, distrito: Kunturkanki",Urbano censal,1620,2017
080503,"Cusco, Canas, distrito: Kunturkanki",Rural censal,3627,2017
080503,"Cusco, Canas, distrito: Kunturkanki",Total,5247,2017
080504,"Cusco, Canas, distrito: Langui",Urbano censal,371,2017
080504,"Cusco, Canas, distrito: Langui",Rural censal,1833,2017
080504,"Cusco, Canas, distrito: Langui",Total,2205,2017
080505,"Cusco, Canas, distrito: Layo",Urbano censal,732,2017
080505,"Cusco, Canas, distrito: Layo",Rural censal,4952,2017
080505,"Cusco, Canas, distrito: Layo",Total,5685,2017
